,job_title,company,experience,min exp,max exp,salary,base salary,max salary,location,jobListed(days ago),postedIn,rating,reviews count,details,salary data provide by
1173,HR Data Analyst,Peoplefy Infosolutions,6-11 Yrs,6.0,11.0,,,,Navi Mumbai,27.0,Naukri,,,"Excel, Power Bi, Data Analysis",
1174,GBS Material Master Data Analyst (MDM),Smith & Nephew,5-10 Yrs,5.0,10.0,,,,Pune,27.0,Naukri,,,"Equity, SAP, Informatica",
1175,Data Analyst,Transformatrix Global,5-10 Yrs,5.0,10.0,₹ 5 - 10L/yr,500000.0,1000000.0,Bangalore Rural,27.0,Naukri,,,"Data Science, Data Mining, Data Analytics",Salary Listed by Company
1176,Data Analyst,The IT Mind,5-10 Yrs,5.0,10.0,,,,Chennai,270.0,Naukri,3.1,10.0,"SQL, Agile, Scrum",
1177,Data Analyst,Nurture Software Solutions Pvt Ltd,3-6 Yrs,3.0,6.0,,,,Bangalore / Bengaluru,365.0,Naukri,1.7,34.0,"Manager Quality Control, Analytical, Operations",
1178,Business Analyst/ Data Analyst,Aptus Data Labs,2-7 Yrs,2.0,7.0,,,,Bangalore / Bengaluru,365.0,Naukri,2.7,4.0,"CRM, SQL, SMS",
1179,Data Analyst,Tentacle solutions,8-13 Yrs,8.0,13.0,,,,Remote,730.0,Naukri,4.1,3.0,"Javascript, Jquery, Css",
1180,Data Analyst,Billow People Services,1-3 Yrs,1.0,3.0,₹ 0.1 - 45L/yr (AmbitionBox estimate),10000.0,4500000.0,Bangalore / Bengaluru,27.0,Naukri,,,"SQL Queries, ETL, Python",Estimated by Ambition Box
1181,Data Analyst - SQL/Azure (3-6 yrs),GM INFOTECH,3-6 Yrs,3.0,6.0,,,,"Mumbai, Navi Mumbai",60.0,hirist,4.4,2.0,"Data Analyst, SQL, Power BI",
1182,Data Analyst - MIS - Mutual Fund (5-6 yrs),Arin Consultancy Pvt. Ltd.,5-6 Yrs,5.0,6.0,,,,Mumbai,30.0,iimjobs,3.0,1.0,"Analytics, Data Analytics, Consulting - BFSI",
1183,Data Analyst,Valocity,1-4 Yrs,1.0,4.0,,,,New Delhi,30.0,Naukri,2.3,6.0,"Data Analyst, Troubleshooting, Analytics",
1184,Solution Manager - Power BI (7-10 yrs),GM INFOTECH,7-10 Yrs,7.0,10.0,,,,Pune,60.0,hirist,4.4,2.0,"Power BI, Data Analyst, Solution Design",
1185,Data Processing Analyst - Research Operations,Savanta,1-4 Yrs,1.0,4.0,,,,"New Delhi, Noida",1095.0,Naukri,3.5,7.0,"Career development, Data analysis, Diversity and Inclusion",
1186,Senior Qualtrics Data Analyst,Anika Technologies,7-10 Yrs,7.0,10.0,₹ 3.24 - 28L/yr (AmbitionBox estimate),324000.0,2800000.0,Bangalore / Bengaluru,29.0,Naukri,,,"Data Manipulation, Implementing Data Models, SAP CRM",Estimated by Ambition Box
1187,Online Data Analyst -ETL,Ontrack Hr Services,6-8 Yrs,6.0,8.0,₹ 15 - 18L/yr,1500000.0,1800000.0,Bangalore / Bengaluru,29.0,Naukri,,,"Data Automation, Cloud Platforms, Api Integration",Salary Listed by Company
1188,Data Analyst,SKY Jobs Hr Services,5-10 Yrs,5.0,10.0,₹ 12 - 22L/yr,1200000.0,2200000.0,"Chennai, Pune, Bangalore Rural
													+1 more",29.0,Naukri,,,"SAS, Power Bi, ANMF",Salary Listed by Company
1189,Financial Data Analyst || Hybrid || Bangalore,Sunrise Job Consultancy,1-6 Yrs,1.0,6.0,₹ 1 - 6L/yr,100000.0,600000.0,Bangalore / Bengaluru,29.0,Naukri,,,"Financial Analysis, Excel, Accounting",Salary Listed by Company
1190,Business Analyst in Data Analytics,Mount Talent Consulting,3-8 Yrs,3.0,8.0,₹ 5.5 - 15L/yr,550000.0,1500000.0,Chennai,29.0,Naukri,,,"Data Modelling, Business Analyst, VBA",Salary Listed by Company
1191,Data Analyst | Forecasting | Power BI | WFH | US MNC | Gurgaon,Impetus Consultants,3-8 Yrs,3.0,8.0,₹ 4.5 - 8.5L/yr,450000.0,850000.0,Gurgaon / Gurugram,29.0,Naukri,,,"Data Science, Power BI, Capacity Planning",Salary Listed by Company
1192,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3.0,8.0,₹ 15 - 30L/yr,1500000.0,3000000.0,"Bangalore / Bengaluru, Hyderabad / Secunderabad",29.0,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1193,Data Analyst,ELEVATE Global,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,60.0,Naukri,4.2,3.0,"Consulting, Market research, Analytics",
1194,Senior IT Data Analyst - Data Visualization Tools (3-15 yrs),Dotflick Solutions,3-15 Yrs,3.0,15.0,,,,"Guwahati, Orrisa, Patiala
													+10 more",30.0,hirist,,,"Big Data, Data Analyst, Data Analytics",
1195,Lead Data Analyst (Managing Database)_Immediate_Bangalore_WFO,HR Central,4-6 Yrs,4.0,6.0,₹ 5 - 35L/yr (AmbitionBox estimate),500000.0,3500000.0,Bangalore / Bengaluru,30.0,Naukri,,,"Data Validation, Data Compilation, Database Management",Estimated by Ambition Box
1196,Urgent hiring For Data Analyst  in leading MNC (Third party payroll),Altezzasys,6-11 Yrs,6.0,11.0,₹ 0.15 - 36L/yr (AmbitionBox estimate),15000.0,3600000.0,"Chennai, Pune",30.0,Naukri,,,"Kubeflow, AWS Lambdas, Amazon Redshift",Estimated by Ambition Box
1197,ASSISTANT DATA ANALYST,Aditya Pharmacy,0-2 Yrs,0.0,2.0,,,,Hyderabad / Secunderabad,730.0,Naukri,3.5,7.0,Data Analyst,
1198,SupplyChain Consultant(techno function)(Supply Chan Data Analyst) WFH,INTELLI SEARCH,3-8 Yrs,3.0,8.0,₹ 8 - 18L/yr,800000.0,1800000.0,Bangalore / Bengaluru,30.0,Naukri,,,"delivery, confluence, Ecommerce",Salary Listed by Company
1199,Quantitative Analyst/ Data Analyst,Randstad,1-6 Yrs,1.0,6.0,,,,Ahmedabad,30.0,Naukri,,,"Statistics, Python",
1200,Data Analyst,Dynpro,2-5 Yrs,2.0,5.0,₹ 2 - 5.5L/yr,200000.0,550000.0,Hyderabad / Secunderabad,30.0,Naukri,,,"Data Analysis, Data Cleansing, Advanced Excel",Salary Listed by Company
1201,BIU Manager- ATM _ Bank,V Konnect,5-10 Yrs,5.0,10.0,₹ 12 - 17L/yr,1200000.0,1700000.0,Mumbai,30.0,Naukri,,,"Business Intelligence, predictive modelling, portfolio",Salary Listed by Company
1202,HR Data Analyst/Analytics,Peoplefy Infosolutions,7-12 Yrs,7.0,12.0,,,,Navi Mumbai,30.0,Naukri,,,"Excel, Data Management, Data Analysis",
1203,Data Analyst/Managers-2074,Live Connections,2-7 Yrs,2.0,7.0,₹ 7 - 9L/yr,700000.0,900000.0,Chennai,30.0,Naukri,,,"Unica Campaign, Power Bi, Data Mining",Salary Listed by Company
1204,SR.Engineer-Data Analyst/ Dx Consultant,Alliance Placement Solutions,5-6 Yrs,5.0,6.0,₹ 5.5 - 7L/yr,550000.0,700000.0,Bawal,30.0,Naukri,,,"Business Analyst, system design, Data Analyst",Salary Listed by Company
1205,Data Analytic | Fresher | Business Analytics,Creative Hands HR,2-5 Yrs,2.0,5.0,₹ 2.5 - 6L/yr,250000.0,600000.0,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",30.0,Naukri,,,"excel, Business Research, freshers",Salary Listed by Company
1206,Data Analyst - Looker Studio Expert,Jay Consulting,2-7 Yrs,2.0,7.0,₹ 3 - 7L/yr,300000.0,700000.0,Jaipur,30.0,Naukri,,,"Google Data Studio, Power Bi, Excel Dashboards",Salary Listed by Company
1207,Data Analyst,Access Partners,4-7 Yrs,4.0,7.0,₹ 0.13 - 60L/yr (AmbitionBox estimate),13000.0,6000000.0,India,30.0,Naukri,,,"Data Analytics, MIS Reporting",Estimated by Ambition Box
1208,Data Analyst,Supplymint,1-3 Yrs,1.0,3.0,,,,Gurgaon / Gurugram,30.0,Naukri,,,Data Analyst,
1209,We Are Hiring Full stack Python Developer ( Business & Data Analyst),Coriolis Tech,0-1 Yrs,0.0,1.0,₹ 4.25 - 7L/yr,425000.0,700000.0,Pune,30.0,Naukri,,,c,Salary Listed by Company
1210,Lead Analyst - Market Insights - Diversity Role,Flexability Hr Solutions,7-12 Yrs,7.0,12.0,₹ 15 - 27.5L/yr,1500000.0,2750000.0,Pune,30.0,Naukri,,,"market Analyst, Power Bi, market insight",Salary Listed by Company
1211,Data Analyst,Mits Solution,5-10 Yrs,5.0,10.0,₹ 20 - 25L/yr,2000000.0,2500000.0,Bangalore Rural,30.0,Naukri,,,"Power Bi, Snowflake, ETL",Salary Listed by Company
1212,Data Analyst,Material Depot,2-5 Yrs,2.0,5.0,,,,Bangalore / Bengaluru,270.0,Naukri,3.7,5.0,"Manager Quality Assurance, Troubleshooting, Data mining",
1213,Software Developer,Scientiaarc Solutions Ltd,1-5 Yrs,1.0,5.0,,,,Kanyakumari,240.0,Naukri,4.7,2.0,"cloud architect, big data analyst, Simulink",
1214,Sr. Data Analyst,GForce Consulting Solutions,3-7 Yrs,3.0,7.0,,,,Gurgaon / Gurugram,365.0,Naukri,4.2,3.0,"SQL, Python, Business intelligence",
1215,Healthcare Data Analyst,Tech Rakers,6-9 Yrs,6.0,9.0,₹ 15 - 17L/yr,1500000.0,1700000.0,Hyderabad / Secunderabad,30.0,Naukri,1.0,2.0,"data analysis, Power BI, SAS",Salary Listed by Company
1216,Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2.0,6.0,₹ 18 - 25L/yr,1800000.0,2500000.0,Noida,30.0,Naukri,,,"APOC Library, Neo4J, Cypher",Salary Listed by Company
1217,Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2.0,6.0,₹ 18 - 25L/yr,1800000.0,2500000.0,Pune,30.0,Naukri,,,"APOC Library, Neo4J, Cypher",Salary Listed by Company
1218,Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2.0,6.0,₹ 18 - 25L/yr,1800000.0,2500000.0,Bangalore / Bengaluru,30.0,Naukri,,,"APOC Library, Neo4J, Cypher",Salary Listed by Company
1219,Data Analyst- Graph Analytics-Neo4j,Energik InfoSystem,2-6 Yrs,2.0,6.0,₹ 18 - 25L/yr,1800000.0,2500000.0,Gurgaon / Gurugram,30.0,Naukri,,,"APOC Library, Neo4J, Cypher",Salary Listed by Company
1220,Data Analyst - US MNC (analytics),Aspyra Hr Services,3-8 Yrs,3.0,8.0,₹ 15 - 30L/yr,1500000.0,3000000.0,"Delhi/Ncr, Gurgaon / Gurugram, Noida",30.0,Naukri,,,"Business Intelligence, hql, Business Analytics",Salary Listed by Company
1221,Azure Data Analyst,Ascendion Engineering,4-9 Yrs,4.0,9.0,₹ 12 - 22L/yr,1200000.0,2200000.0,"Chennai, Bangalore / Bengaluru, Hyderabad / Secunderabad",30.0,Naukri,,,"Azure, Snowflake, Data Analysis",Salary Listed by Company
1222,Data Analyst with a US Based Product Company-Jaipur,Seventh Contact Hiring Solutions,6-10 Yrs,6.0,10.0,,,,Jaipur,30.0,Naukri,,,"SED, Shell Scripting, AWK",
1223,Sr. Data Analyst - SQL / ETL,People Connection,9-14 Yrs,9.0,14.0,₹ 3.2 - 13L/yr (AmbitionBox estimate),320000.0,1300000.0,Mumbai,30.0,Naukri,,,"shared services, data analysis, data analytics",Estimated by Ambition Box
1224,"Fresher, Graduate, Recruitment, HR, MBA, Marketing, Communication",Iplace Consultant,0-2 Yrs,0.0,2.0,₹ 2 - 5L/yr,200000.0,500000.0,"Chennai, Pune, Mumbai",30.0,Naukri,,,"BBA, BPO, Calling",Salary Listed by Company
1225,Data Analyst 1,Thoughtgen Analytics,0-2 Yrs,0.0,2.0,₹ 3.5 - 5L/yr,350000.0,500000.0,Mumbai Suburbs,30.0,Naukri,,,"Excel, Power Bi, Tableau",Salary Listed by Company
1226,Data Analyst/Data Tester,Placenet Consultants,4-6 Yrs,4.0,6.0,,,,Hyderabad / Secunderabad,30.0,Naukri,,,"Testing Tools, sparksql, data tester",
1227,Data Analyst,CRE Matrix,0-4 Yrs,0.0,4.0,,,,Mumbai,60.0,Naukri,4.6,2.0,"Data entry, Leasing, CRE",
1228,RBHU Analytics - Data Analyst Trainee - R/Python (0-2 yrs),RBHU ETG Private Limited,0-2 Yrs,0.0,2.0,,,,Mumbai,60.0,hirist,2.9,4.0,"Data Analyst, R, Python",
1229,Data Analyst,Golden Gate Battery,2-6 Yrs,2.0,6.0,,,,Cochin/Ernakulam/Kochi,30.0,Naukri,,,"Data analysis, Malayalam, Python",
1230,Data Analyst,Tyootr,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,30.0,Naukri,,,"data mining, data cleansing, data analysis",
1231,Data Analyst,Facts N Data,3-6 Yrs,3.0,6.0,,,,Noida,60.0,Naukri,5.0,1.0,"metadata, python, data analysis",
1232,Data Analyst(0 Experience Required),Peroptyx,0-5 Yrs,0.0,5.0,,,,Delhi/Ncr,30.0,Naukri,,,"Data Analysis, Data Analytics, Data Mapping",
1233,Associate Data Analyst,Talentas Technology Private Limited,1-2 Yrs,1.0,2.0,,,,Hyderabad / Secunderabad,365.0,Naukri,4.7,2.0,"Python, Stored procedures, Machine learning",
1234,Data Analyst,Aryavart Institute of Technology,1-3 Yrs,1.0,3.0,,,,"Kanpur, Supaul, Patna
													+1 more",60.0,Naukri,5.0,1.0,"Data analysis, Data mining, Analytical",
1235,Data Analyst - Python/R/SQL (5-7 yrs),sm it services,5-7 Yrs,5.0,7.0,,,,Thane,30.0,hirist,,,"Data Analytics, Data Analyst, Dashboard Design",
1236,Senior Data Analyst - Business Intelligence (3-5 yrs),Insight Advisors Private Limited,3-5 Yrs,3.0,5.0,,,,"International/Overseas, Saudi arabia",60.0,hirist,5.0,1.0,"SQL, Power BI, Python",
1237,BI Data Analyst,sortimat technology pvt. ltd.,2-3 Yrs,2.0,3.0,,,,Bangalore / Bengaluru,30.0,Naukri,,,"PLM, ERP, Technical management",
1238,Data Analyst,ASSA ABLOY Entrance Systems,5-7 Yrs,5.0,7.0,,,,Chennai,30.0,Naukri,,,"python, data analysis, business requirements",
1239,Data Analyst - Python/SQL (2-5 yrs),Whizz HR,2-5 Yrs,2.0,5.0,,,,Bangalore / Bengaluru,60.0,hirist,3.3,7.0,"Data Analyst, Data Analytics, Python",
1240,Human Resources Data Analyst II,Hillenbrand,2-4 Yrs,2.0,4.0,,,,Coimbatore,150.0,Naukri,3.7,4.0,"Analytics, Automation, Continuous improvement",
1241,Senior Data Analyst,Pearlsoft Technology,4-9 Yrs,4.0,9.0,,,,Chennai,210.0,Naukri,3.6,5.0,"Senior Data Analyst, Oracle, SSIS",
1242,Events Data Analyst,Bloomberg UTV,1-2 Yrs,1.0,2.0,,,,Mumbai,365.0,Naukri,4.0,3.0,"Data Analyst, Customer support, Data analysis",
1243,Research Analyst,"MarketJoy, Inc.",2-6 Yrs,2.0,6.0,,,,Pune,365.0,Naukri,3.4,6.0,"Market research, Data analysis, Data mining",
1244,Senior Data Analyst,Luminar Technologies,0-4 Yrs,0.0,4.0,,,,New Delhi,365.0,Naukri,4.1,3.0,"Automotive, Manager Internal Audit, Data Analyst",
1245,Senior Data Analyst,InsightsE,1-2 Yrs,1.0,2.0,,,,Cochin/Ernakulam/Kochi,1095.0,Naukri,4.3,2.0,"Data analysis, SAS, Data Analyst",
1246,Data Analyst - SQL/Python (2-4 yrs),Yo HR Consultancy,2-4 Yrs,2.0,4.0,,,,Mumbai,60.0,hirist,5.0,1.0,"Data Analyst, Data Analytics, SQL",
1247,Data Analyst,Sea and Beyond,1-2 Yrs,1.0,2.0,,,,"Navi Mumbai, Mumbai",30.0,Naukri,,,"Macros, Photoshop, Adobe",
1248,Marketing /CRM Data Analyst,Marrina decisions,2-5 Yrs,2.0,5.0,,,,Remote,300.0,Naukri,4.0,3.0,"CRM, Project management, Analytics",
1249,Data Analyst,Hudson Data,2-5 Yrs,2.0,5.0,,,,Remote,365.0,Naukri,3.5,5.0,"Data Analyst, Business process, Analytical",
1250,Data Analyst,altbalaji,2-5 Yrs,2.0,5.0,,,,Mumbai,365.0,Naukri,3.1,9.0,"Analytics, Javascript, Analytical",
1251,Data scientist / Data Analyst / AI Expert,Innovadors Lab Pvt Ltd,1-2 Yrs,1.0,2.0,,,,Bhubaneshwar,1095.0,Naukri,4.0,3.0,"Testing, Python, Open source",
1252,Lead/Senior Data Analyst - Internet/Online (4-6 yrs),Youth4 Talent Solutions and Services,4-6 Yrs,4.0,6.0,,,,Bangalore / Bengaluru,30.0,iimjobs,,,"Predictive Modeling, Data Modeling, Data Analytics",
1253,Junior Data Analyst,PIPECARE Group,0-2 Yrs,0.0,2.0,,,,Noida,90.0,Naukri,3.2,7.0,"GIS, Petrochemical, Manager Quality Assurance",
1254,DATA ANALYST/ SCIENTIST,Mid Town Software,2-6 Yrs,2.0,6.0,,,,Mohali,120.0,Naukri,3.9,3.0,"SQL, Python, Business analysis",
1255,Senior Data Analyst,ThyssenKrupp Elevator (India) Pvt. Ltd,8-12 Yrs,8.0,12.0,,,,Thane,150.0,Naukri,3.0,7.0,"Data analysis, SQL, Process improvement",
1256,Data Analyst - SQL/Python (3-5 yrs),SILCOSYS Solutions Pvt. Ltd,3-5 Yrs,3.0,5.0,,,,Hyderabad / Secunderabad,30.0,hirist,,,"SQL, Python, Power BI",
1257,Data Analyst - Python (3-5 yrs),K2 Data & Analytics,3-5 Yrs,3.0,5.0,,,,Hyderabad / Secunderabad,30.0,hirist,,,"Data Analyst, Data Analytics, Analytics",
1258,Project Manager - Data Analytics (7-12 yrs),ProPMO Services Private Limited,7-12 Yrs,7.0,12.0,,,,Pune,30.0,hirist,,,"Data Analyst, Data Analytics, IIOT",
1259,Senior/Lead Analyst - R/SQL/Python (8-12 yrs),WIZSTAFFING PRIVATE LIMITED,8-12 Yrs,8.0,12.0,,,,Bangalore / Bengaluru,30.0,hirist,1.0,2.0,"Data Analyst, Data Analytics, R",
1260,FP&A Data Analyst,Poppulo,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,30.0,Naukri,,,"Troubleshooting, Reconciliation, Analytics",
1261,Financial Data Analyst,Energy Aspects,1-4 Yrs,1.0,4.0,,,,Kolkata,120.0,Naukri,3.9,3.0,"SQL, Data analysis, Monitoring",
1262,Data Analyst - SQL/Python (2-5 yrs),Bizdeed HR Solutions Pvt.Ltd,2-5 Yrs,2.0,5.0,,,,Mumbai,60.0,hirist,5.0,1.0,"Data Analyst, Data Analytics, SQL",
1263,Data Analyst,STEP NEXT,2-4 Yrs,2.0,4.0,,,,Amod,30.0,Naukri,,,"HTML, Automation, Workflow",
1264,Data Analyst,GyanTU,2-7 Yrs,2.0,7.0,,,,"Chennai, Pune, New Delhi
													+4 more",60.0,Naukri,5.0,1.0,"Troubleshooting, Data mining, E-learning",
1265,Senior Data Analyst,BP INCORPORATE INTERNATIONAL.,8-12 Yrs,8.0,12.0,,,,Pune,30.0,Naukri,,,"Performance tuning, Data analysis, SAP FICO",
1266,Senior Data Analyst - Azure (4-6 yrs),estrel.ai,4-6 Yrs,4.0,6.0,,,,Delhi ncr,30.0,hirist,,,"Data Analyst, Azure, Python",
1267,Presales & Solution Architect - Data Analytics (5-8 yrs),estrel.ai,5-8 Yrs,5.0,8.0,,,,"Delhi ncr, Noida",30.0,hirist,,,"Presales, Solution Architect, Data Analyst",
1268,Data Analyst - Power BI (3-5 yrs),estrel.ai,3-5 Yrs,3.0,5.0,,,,"International/Overseas, Abu Dhabi",30.0,hirist,,,"Data Analyst, Power BI, Data Analytics",
1269,Data Analyst,MS Clinical Research (P) Ltd,1-4 Yrs,1.0,4.0,,,,Bangalore / Bengaluru,90.0,Naukri,2.7,12.0,"data mining, data cleansing, data analysis",
1270,Data Analyst,Valasys Media Pvt Ltd,4-9 Yrs,4.0,9.0,,,,Pune,365.0,Naukri,2.6,16.0,"Helpdesk, Data analysis, Data mining",
1271,Dot NET Developer,Oceanfrogs,0-1 Yrs,0.0,1.0,,,,Remote,730.0,Naukri,4.2,2.0,"Data Analyst, Analyst 1, SQL",
1272,Data Analyst Manager,VoiceTree Technologies Pvt Ltd.,8-15 Yrs,8.0,15.0,,,,Remote,730.0,Naukri,2.4,27.0,"Data analysis, Automation, Data collection",
1273,Data Analyst,ALLIANCES GALORE PRIVATE LIMITED,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,365.0,Naukri,2.4,20.0,Data Analyst,
1274,Data Analyst,WorkFusion,2-6 Yrs,2.0,6.0,,,,Hyderabad / Secunderabad,730.0,Naukri,2.3,26.0,"Data collection, Data Analyst, tableau",
1275,Tableau Architect - Reporting Analytics & Dashboard (12-15 yrs),RapidBraiins,12-15 Yrs,12.0,15.0,,,,"Kolkata, Chennai, Pune",30.0,hirist,,,"Tableau, Reporting Analytics, Analytics Dashboards",
1276,Senior Data Analyst,ZAGENO Inc,3-6 Yrs,3.0,6.0,,,,Bangalore / Bengaluru,30.0,Naukri,1.0,1.0,"Analytics, Life sciences, SQL",
1277,Data Analyst,SOCIOMIX / OPR TECHNOLOGIES PVT LTD,0-5 Yrs,0.0,5.0,,,,New Delhi,30.0,Naukri,,,"Data analysis, SQL, data visualization",
1278,Jollee - Data Analyst (1-3 yrs),Bundle O Joy,1-3 Yrs,1.0,3.0,,,,Gurgaon / Gurugram,30.0,iimjobs,1.7,2.0,"Data Analytics, Data Visualization, Statistics",
1279,Data Analyst,Optical arc,5-10 Yrs,5.0,10.0,,,,Pune,150.0,Naukri,2.7,9.0,"SQL, Python, Data modeling",
1280,Clinical Data Analyst,Sitero,1-4 Yrs,1.0,4.0,,,,Mysuru / Mysore,365.0,Naukri,1.6,7.0,"Clinical operations, GCP, Pharma",
1281,Data Quality Business Analyst (2-4 yrs),TERRAGIG LLP,2-4 Yrs,2.0,4.0,,,,Chennai,30.0,hirist,,,"Data Quality, Business Analyst, Data Governance",
1282,Marketing Data Analyst,EASYRECRUE,3-8 Yrs,3.0,8.0,,,,Hyderabad / Secunderabad,30.0,Naukri,,,"CRM, Analytics, Data analysis",
1283,PHP Developer,Oob Smarthome India PVT LTD,0-1 Yrs,0.0,1.0,,,,Ahmedabad,365.0,Naukri,2.9,6.0,C,
1284,Data Visualization Analyst - Tableau & Power BI (2-6 yrs),D Square Consulting Service,2-6 Yrs,2.0,6.0,,,,Bangalore / Bengaluru,30.0,hirist,1.0,1.0,"Data Visualization, Data Analyst, Tableau",
1285,HR Data Analyst (3-5 yrs),D Square Consulting Services Pvt Ltd,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,30.0,iimjobs,1.0,1.0,"Data Analytics, HR Analytics, Analytics",
1286,Data Visualization Analyst - Tableau/Power BI (2-4 yrs),D Square Consulting Services Pvt Ltd,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,30.0,hirist,1.0,1.0,"Data Visualization, Data Analyst, Tableau",
1287,Data Analyst,Fusemachines,1-3 Yrs,1.0,3.0,,,,Pune,120.0,Naukri,5.0,1.0,"SQL, MySQL, Project management",
1288,PHP Developer,Alphanso Tech,1-6 Yrs,1.0,6.0,,,,Rajkot,210.0,Naukri,5.0,1.0,"PHP, MySQL, Business intelligence",
1289,Senior Data Analyst,One Muthoot,3-5 Yrs,3.0,5.0,,,,Bangalore / Bengaluru,330.0,Naukri,5.0,1.0,Data Analyst,
1290,Data Analyst/Content Writer Specialist,Sunderella,2-5 Yrs,2.0,5.0,,,,Mysuru / Mysore,365.0,Naukri,5.0,1.0,"Data analysis, SEO, SEM",
1291,JS Full Stack Engineer,TensorGo Technologies Private Limited,2-7 Yrs,2.0,7.0,,,,Hyderabad / Secunderabad,1095.0,Naukri,5.0,1.0,"HTML, MySQL, Front end",
1292,Data Analyst,Ariprus,3-7 Yrs,3.0,7.0,,,,Mumbai,1095.0,Naukri,5.0,1.0,C,
1293,MIS Executive,PURTI POWER SUGAR LIMITED,3-8 Yrs,3.0,8.0,,,,Kolkata,365.0,Naukri,5.0,1.0,"Computer science, MIS reporting, Data analysis",
1294,Lead Data Analyst,Session AI,2-6 Yrs,2.0,6.0,,,,Mumbai,270.0,Naukri,5.0,1.0,"SQL, Open source, Python",
1295,Data Analyst,BharatX,1-2 Yrs,1.0,2.0,,,,Bangalore / Bengaluru,150.0,Naukri,5.0,1.0,"Data analysis, Process improvement, Analytical",
1296,Senior Video Analyst,Innovary Technologies,1-3 Yrs,1.0,3.0,,,,Bangalore / Bengaluru,1095.0,Naukri,5.0,1.0,"Training, Voice process, Data analysis",
1297,Senior Data Analyst - R/Python (6-12 yrs),Resource Tree Global Services,6-12 Yrs,6.0,12.0,,,,Bangalore / Bengaluru,90.0,hirist,5.0,1.0,"Data Analyst, SQL, Data Mining",
1298,Data Analyst,Jar,1-2 Yrs,1.0,2.0,₹ 11 - 14L/yr (AmbitionBox estimate),1100000.0,1400000.0,Bangalore / Bengaluru,150.0,Naukri,2.4,13.0,"Python, Data analysis, Monitoring",Estimated by Ambition Box
1299,Data Analyst,Pharmahopers Pvt. Ltd.,0-1 Yrs,0.0,1.0,,,,Chennai,300.0,Naukri,5.0,1.0,"Data Analyst, Data entry",
1300,Data Analyst Intern,Jar,0-4 Yrs,0.0,4.0,,,,Bangalore / Bengaluru,365.0,Naukri,2.4,13.0,"Data analysis, Monitoring, Web analytics",
1301,Senior Data Analyst EDP DMA,CloudAngles,4-9 Yrs,4.0,9.0,,,,Noida,210.0,Naukri,5.0,1.0,"CRM, Consulting, Account management",
1302,Data Analyst,Augie Pets India Pvt limited,0-3 Yrs,0.0,3.0,,,,Bangalore / Bengaluru,365.0,Naukri,5.0,1.0,"Market analysis, data visualization, Data collection",
1303,Data Analyst,Xtreme management solutions,1-2 Yrs,1.0,2.0,,,,Bangalore / Bengaluru,365.0,Naukri,5.0,1.0,"Data analysis, SQL, Data processing",
1304,Power BI Developer,atQor,2-5 Yrs,2.0,5.0,,,,Ahmedabad,90.0,Naukri,5.0,1.0,"SQL, SSIS, Data modeling",
1305,Data Analyst,Contechub,1-3 Yrs,1.0,3.0,,,,Remote,210.0,Naukri,3.4,3.0,"Salesforce, Data Analyst, Management",
1306,Senior Data Analyst,OLIVER,5-6 Yrs,5.0,6.0,,,,Mumbai,60.0,Naukri,2.0,3.0,"Usage, digital analytics, CGI",
1307,Data Analyst/Data Scientist (2-8 yrs),Quant Matrix AI Solutions,2-8 Yrs,2.0,8.0,,,,Mumbai,30.0,iimjobs,,,"Data Science, Data Analytics, Data Scientist",
1308,Data Analyst - Construction Business (2-5 yrs),The Grand Group - HR Provider,2-5 Yrs,2.0,5.0,,,,Delhi ncr,30.0,iimjobs,,,"Data Analytics, Analytics, Consulting - Real Estate",
1309,Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2.0,5.0,,,,Jaipur,365.0,Naukri,3.1,4.0,"Troubleshooting, Data mining, data cleansing",
1310,Data Analyst,Nlineaxis IT Solutions,2-5 Yrs,2.0,5.0,,,,Jaipur,365.0,Naukri,3.1,4.0,"Troubleshooting, Data mining, data cleansing",
1311,Data Analyst,Vixplor Analytics,1-5 Yrs,1.0,5.0,,,,Kolkata,1460.0,Naukri,3.3,3.0,"Computer science, Analytical, Data collection",
1312,Data Analyst (New),Fam,2-4 Yrs,2.0,4.0,,,,Bangalore / Bengaluru,60.0,Naukri,3.0,1.0,"SQL, Python, SAS",
1313,Data Analyst,highlevel,3-5 Yrs,3.0,5.0,,,,Remote,180.0,Naukri,3.6,2.0,"tableau, Report writing, Data Analyst",
1314,Data Analyst,highlevel,3-5 Yrs,3.0,5.0,,,,Remote,365.0,Naukri,3.6,2.0,"Analytics, SQL, Process improvement",
